username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RomeoDabengwa;2019-03-30 07:03;1;1;"@POSBZimbabwe , either no cash or its the long queues to withdraw $50 or its the late delivery of SMS or no SMS alerts on transactions";;@POSBZimbabwe;;"1111856570986627073";https://twitter.com/RomeoDabengwa/status/1111856570986627073
Shunguj;2019-03-30 06:57;0;0;"All of you suffering people, join @POSBZimbabwe . Am just a satisfied client";;@POSBZimbabwe;;"1111855042095710208";https://twitter.com/Shunguj/status/1111855042095710208
NSMugobera;2019-03-30 06:51;0;1;"@BancabcZW is the best bank";;@BancabcZW;;"1111853368979410949";https://twitter.com/NSMugobera/status/1111853368979410949
MagomanaM;2019-03-30 06:43;0;0;"You also didn't tag NBS";;;;"1111851427381604352";https://twitter.com/MagomanaM/status/1111851427381604352
aubrey_patel;2019-03-30 06:35;0;0;"Mirror";;;;"1111849309463547909";https://twitter.com/aubrey_patel/status/1111849309463547909
stewardbank;2019-03-30 06:14;0;1;"HEPII morning @malon_murape Apologies for your experience. Kindly note that we are indeed looking into your query under the Case ID number provided in your DM and we'll be sure to advise accordingly. ^jk";;@malon_murape;;"1111844186284834817";https://twitter.com/stewardbank/status/1111844186284834817
malon_murape;2019-03-30 05:53;0;1;"Believe it or not, got a kashagi loan from @stewardbank in Feb..they deducted the loan payment from my ecocash (march) not once, not twice but yup, three times in a space of 15 days! So i can nolonger use my ecoash coz everytime i do they deduct $30 bucks. Have lost $60";;@stewardbank;;"1111838794330898432";https://twitter.com/malon_murape/status/1111838794330898432
ZuluMorgen;2019-03-30 05:32;0;1;"More than six months to open bank account @stanbicbank -and still not open";;@stanbicbank;;"1111833671449931776";https://twitter.com/ZuluMorgen/status/1111833671449931776
sikefula;2019-03-30 05:06;0;1;"When i inquired about the much touted and marketed 50% equity release morgage loan thing frm my local Cabs branch,was astounded to be told by an official to forget it wth Cabs as their conditions wer almost imposble to meet. Was advised to try wth posb or cbz! Crazy stuff!";;;;"1111826989642588160";https://twitter.com/sikefula/status/1111826989642588160
MafaroDexter;2019-03-30 03:22;0;0;"DM and let’s talk.";;;;"1111800785275404292";https://twitter.com/MafaroDexter/status/1111800785275404292
MafaroDexter;2019-03-30 03:20;0;1;"Sorry to hear that. Metbank isn’t a bank! Withdraw all funds, close account.";;;;"1111800413123235840";https://twitter.com/MafaroDexter/status/1111800413123235840
Mhurudee;2019-03-30 01:55;0;0;"@CBZHoldings Please educate us on your modus operandi. For the past 2hours we are stuck at Zuva Pomona being told by your operator that our money transfered to CBZ account is hanging until some end of day what what finishes. Do you know the kind of inconvenience you have caused?";;@CBZHoldings;;"1111778887661441025";https://twitter.com/Mhurudee/status/1111778887661441025
Sword4J;2019-03-30 01:15;0;2;"Phone, Charger, Money, Lip balm/gloss, tissue, lotion, mirror, sanitary wear";;;;"1111768934200549377";https://twitter.com/Sword4J/status/1111768934200549377
Sugarpku65;2019-03-29 23:11;0;4;"Tissues and bondnotes and gloss hahahaa";;;;"1111737784828600320";https://twitter.com/Sugarpku65/status/1111737784828600320
natarciatee;2019-03-29 23:10;0;3;"Lip gloss ne kamu . Mako maive nei that day";;;;"1111737416124166145";https://twitter.com/natarciatee/status/1111737416124166145
Sugarpku65;2019-03-29 22:55;0;2;"TISSUES @natarciatee @MonicaSibindi @niccyril @TheLuvstar @geenchindima @CBZHoldings @Paul_Tadex";;@natarciatee @MonicaSibindi @niccyril @TheLuvstar @geenchindima @CBZHoldings @Paul_Tadex;;"1111733764076523520";https://twitter.com/Sugarpku65/status/1111733764076523520
JChinokoro;2019-03-29 22:37;0;0;"you deserve it for real";;;;"1111729161947832326";https://twitter.com/JChinokoro/status/1111729161947832326
NyamukungwaF;2019-03-29 22:23;0;0;"I want to enquire about the procedures for applying personal loans for civil servants";;;;"1111725550886944768";https://twitter.com/NyamukungwaF/status/1111725550886944768
realnigelndlovu;2019-03-29 22:09;7;8;"#3mob just did a review of my short film #TheLoot @kwirirayi @ByoArtsAwards @Rasquesity @TheVoiceknotPod @aicon_media @BYOgallery @EmmaNxumalo @ibhayisikopo @zwBritish @usembassyharare @euinzim @NLinZimbabwe @hivosrosa @citezw @CityofBulawayo @CBZHoldings https://www. 3-mob.com/entertainment/ short-film-review-nigel-ndlovus-zimshutdown-inspired-the-loot/#.XJ5i9cDRY4M …";;@kwirirayi @ByoArtsAwards @Rasquesity @TheVoiceknotPod @aicon_media @BYOgallery @EmmaNxumalo @ibhayisikopo @zwBritish @usembassyharare @euinzim @NLinZimbabwe @hivosrosa @citezw @CityofBulawayo @CBZHoldings;#3mob #TheLoot #;"1111722160903606273";https://twitter.com/realnigelndlovu/status/1111722160903606273
foster_makina;2019-03-29 22:02;0;2;"Yu need to try POSB all of you";;;;"1111720411002257409";https://twitter.com/foster_makina/status/1111720411002257409
foster_makina;2019-03-29 22:02;0;0;"POSB is the best";;;;"1111720295923175424";https://twitter.com/foster_makina/status/1111720295923175424
CBZHoldings;2019-03-29 21:57;0;1;"True as predicted you got it right. Thank you once again. pic.twitter.com/6VKpxjFFWk";;;;"1111718981600272384";https://twitter.com/CBZHoldings/status/1111718981600272384
CBZHoldings;2019-03-29 21:55;0;1;"Thank you Sir pic.twitter.com/4s1tFAiKMF";;;;"1111718572248715266";https://twitter.com/CBZHoldings/status/1111718572248715266
khanyelwazi;2019-03-29 21:55;0;1;"Debit. You deserve it.";;;;"1111718462332784643";https://twitter.com/khanyelwazi/status/1111718462332784643
khanyelwazi;2019-03-29 21:53;0;1;"As predicted . Go ahead and debit my account and buy yourself a cake.";;;;"1111717991127891969";https://twitter.com/khanyelwazi/status/1111717991127891969
CBZHoldings;2019-03-29 21:53;0;1;"We were a runner up for this one Lwazi does it count for a debit on your account for cake!";;;;"1111717972127768577";https://twitter.com/CBZHoldings/status/1111717972127768577
aicon_media;2019-03-29 21:48;6;9;"#3mob just did a review of our short film #TheLoot thank you Larry Webdoctor @kwirirayi @ThreeMenOnABoat @TheVoiceknotPod @ibhayisikopo @CBZHoldings @VaporCreative @SaberstianZW @zifftweets @ByoArtsAwards @NdlovuRuthlanga @realnigelndlovu @StewieLeSavage https://www. 3-mob.com/entertainment/ short-film-review-nigel-ndlovus-zimshutdown-inspired-the-loot/#.XJ5i9cDRY4M …";;@kwirirayi @ThreeMenOnABoat @TheVoiceknotPod @ibhayisikopo @CBZHoldings @VaporCreative @SaberstianZW @zifftweets @ByoArtsAwards @NdlovuRuthlanga @realnigelndlovu @StewieLeSavage;#3mob #TheLoot #;"1111716721390481408";https://twitter.com/aicon_media/status/1111716721390481408
sgumbeze;2019-03-29 21:46;0;0;"Imh_ta kani";;;;"1111716169269030912";https://twitter.com/sgumbeze/status/1111716169269030912
CBZHoldings;2019-03-29 21:44;0;5;"#PartnersForSuccess #SwitchToTheBest pic.twitter.com/hhwM4UPCS1";;;#PartnersForSuccess #SwitchToTheBest;"1111715800228990976";https://twitter.com/CBZHoldings/status/1111715800228990976
CBZHoldings;2019-03-29 21:39;0;2;"#PartnersForSuccess #AwardWinners #ZNCC2018 pic.twitter.com/gD2oaVet8K";;;#PartnersForSuccess #AwardWinners #ZNCC2018;"1111714453769383938";https://twitter.com/CBZHoldings/status/1111714453769383938
CBZHoldings;2019-03-29 21:37;2;9;"CBZ scoops the award as the winner of the 2018 Financial Institution Supporting MSMEs @DailyNewsZim @zncc_chamber @NewsDayZimbabwe pic.twitter.com/tjWDaXwpqn";;@DailyNewsZim @zncc_chamber @NewsDayZimbabwe;;"1111713922812387331";https://twitter.com/CBZHoldings/status/1111713922812387331
CBZHoldings;2019-03-29 21:21;0;4;"And CBZ is the runner up for the 2018 SDG Award. @DailyNewsZim @zncc_chamber @NewsDayZimbabwe pic.twitter.com/QEBQvcTCbL";;@DailyNewsZim @zncc_chamber @NewsDayZimbabwe;;"1111709912822964224";https://twitter.com/CBZHoldings/status/1111709912822964224
Mthandazo_N;2019-03-29 20:59;0;2;"The majority of Zim banks generally have poor customer service, please improve";;;;"1111704386651258880";https://twitter.com/Mthandazo_N/status/1111704386651258880
khanyelwazi;2019-03-29 20:35;0;1;"I Dont know what this award is for but i will buy a cake when you win something. Debit my account as usual .. good luck";;;;"1111698420283125760";https://twitter.com/khanyelwazi/status/1111698420283125760
CBZHoldings;2019-03-29 20:29;0;1;"Lovely entertainment by Headmaster Bob Nyabinde’s Son at the @zncc_chamber awards, @DailyNewsZim @263Chat pic.twitter.com/mRVG3YqNHQ";;@zncc_chamber @DailyNewsZim @263Chat;;"1111697006106497026";https://twitter.com/CBZHoldings/status/1111697006106497026
cosmas_gloc63;2019-03-29 20:25;0;0;"maface aya haana kana basa nevanhu sha..... ts frustrating at times";;;;"1111695813921722375";https://twitter.com/cosmas_gloc63/status/1111695813921722375
tavonyika;2019-03-29 20:08;0;0;"Sanitary pad";;;;"1111691547089793025";https://twitter.com/tavonyika/status/1111691547089793025
marymandi;2019-03-29 20:06;0;0;"I applied for an RTGS transfer on 19 January 2019 from a funded @metbankzw account . The money never moved. I have been making relentless efforts to get these funds moved from @metbank to the beneficiary. Today is 29 March 2019 and the matter has not been resolved.";;@metbankzw @metbank;;"1111691104934600704";https://twitter.com/marymandi/status/1111691104934600704
CBZHoldings;2019-03-29 20:01;0;3;"Gracing the occasion is Honorable Ambassador of Rwanda in Zimbabwe, His Excellency James Musoni. @zncc_chamber @DailyNewsZim @263Chat pic.twitter.com/skB9vBEUBf";;@zncc_chamber @DailyNewsZim @263Chat;;"1111689957196861441";https://twitter.com/CBZHoldings/status/1111689957196861441
CBZHoldings;2019-03-29 19:46;0;0;"@zncc_chamber";;@zncc_chamber;;"1111685956887867392";https://twitter.com/CBZHoldings/status/1111685956887867392
CBZHoldings;2019-03-29 19:43;1;2;"“ZNCC Awards are meant to award businesses that excelled in 2018.” Mr M Kamungeremu ZNCC Hre Branch Chairperson @DailyNewsZim pic.twitter.com/IHbA9FQSh6";;@DailyNewsZim;;"1111685292480741379";https://twitter.com/CBZHoldings/status/1111685292480741379
CBZHoldings;2019-03-29 19:36;0;3;"The ZNCC theme for this year is “Expanding Horizons: Dynamic Solutions for Economic Turnaround” @NewsDayZimbabwe @DailyNewsZim pic.twitter.com/YaPc72lrmh";;@NewsDayZimbabwe @DailyNewsZim;;"1111683547717341185";https://twitter.com/CBZHoldings/status/1111683547717341185
CBZHoldings;2019-03-29 19:31;0;0;"Thank you Lwazi fingers crossed .";;;;"1111682405520326656";https://twitter.com/CBZHoldings/status/1111682405520326656
khanyelwazi;2019-03-29 19:30;0;1;"You are winning this one . You can send my T-SHIRT to byo for my correct and accurate prediction";;;;"1111681998165340160";https://twitter.com/khanyelwazi/status/1111681998165340160
CBZHoldings;2019-03-29 19:19;1;5;"We are also nominated for the Sustainable Development Goals Award at the @zncc_chamber awards #PartnersForSuccess";;@zncc_chamber;#PartnersForSuccess;"1111679181920894977";https://twitter.com/CBZHoldings/status/1111679181920894977
kwaramba44;2019-03-29 19:17;0;3;"Bread, juice, slippers, panty line, tissue paper zvese imomo";;;;"1111678738754867201";https://twitter.com/kwaramba44/status/1111678738754867201
CBZHoldings;2019-03-29 19:15;1;1;"CBZ is nominated for the Best Financial Institution Supporting Micro SMEs. @DailyNewsZim @zncc_chamber @NewsDayZimbabwe #PartnersForSuccess";;@DailyNewsZim @zncc_chamber @NewsDayZimbabwe;#PartnersForSuccess;"1111678350718836736";https://twitter.com/CBZHoldings/status/1111678350718836736
neptunethezimbo;2019-03-29 19:09;0;1;"With @barclaysbank Zimbabwe my acc was hacked whilst on a trip in Beijing. After calls I was told its impossible4 my acc 2bhacked from ATM & It was me who withdrew & forgot I sent links f modern hacking by email explaining, I was simply told2 lose my acc & deal lost $$";;@barclaysbank;;"1111676875217096704";https://twitter.com/neptunethezimbo/status/1111676875217096704
sammasunda;2019-03-29 19:06;1;0;"@CBZHoldings left USD30 in my visa a/c today i have a negative bal. Was using visa account fully paid up, when i wanted to use my savings a/c was told its long closed, reactivate by paying $90";;@CBZHoldings;;"1111676099933716482";https://twitter.com/sammasunda/status/1111676099933716482
CBZHoldings;2019-03-29 19:04;2;7;"All is set for the ZNCC Awards at the Cresta Lodge-Harare. Proud to be attending. #PartnersForSuccess @NewsDayZimbabwe @DailyNewsZim pic.twitter.com/HRMnZivbcZ";;@NewsDayZimbabwe @DailyNewsZim;#PartnersForSuccess;"1111675529067986944";https://twitter.com/CBZHoldings/status/1111675529067986944
TheVoiceknotPod;2019-03-29 18:41;1;1;"So we will partner with some super brands....so We thinking..... @ZOLconnect @TelOneZW @Telecel_Zim @NetOneCellular @CBZHoldings @stewardbank #PodcastZw #podcasting #Zimbabwe";;@ZOLconnect @TelOneZW @Telecel_Zim @NetOneCellular @CBZHoldings @stewardbank;#PodcastZw #podcasting #Zimbabwe;"1111669614856073217";https://twitter.com/TheVoiceknotPod/status/1111669614856073217
yoghurtbae;2019-03-29 18:27;2;8;"@ministerofsto @berube871 @taquequest @ricomaronga";;@ministerofsto @berube871 @taquequest @ricomaronga;;"1111666280577331200";https://twitter.com/yoghurtbae/status/1111666280577331200
yoghurtbae;2019-03-29 18:26;2;19;"makeup kit tissues pad another pair of shoes wallet @tyekyota @RuebenChiwarira @timiretimzzy @Chira_bae @tinnoh_07 @4our_Zw @dreynose @RufaroGarry @chidumwatc @tyekyota @";;@tyekyota @RuebenChiwarira @timiretimzzy @Chira_bae @tinnoh_07 @4our_Zw @dreynose @RufaroGarry @chidumwatc @tyekyota @;;"1111666058295947264";https://twitter.com/yoghurtbae/status/1111666058295947264
supremewoman2;2019-03-29 18:05;0;2;"Make up kit";;;;"1111660587115839489";https://twitter.com/supremewoman2/status/1111660587115839489
Methu110;2019-03-29 17:45;0;1;"How are you going to make sure they receive something rather than just play a game and later be told their savings evaporated with inflation";;;;"1111655513459167232";https://twitter.com/Methu110/status/1111655513459167232
6b04014f5c294a8;2019-03-29 17:42;0;4;"Deposited usd in visa card so i could access the money outside the country. Worst mistake ever.. i was left stranded for 2 days totally broke.. they hadnt activated the funds even after i had given them specific dates of travel.";;;;"1111654990957957120";https://twitter.com/6b04014f5c294a8/status/1111654990957957120
vovo_munanga;2019-03-29 17:01;0;2;"Tissue, pads, wallet, lip stick/staf";;;;"1111644671183409153";https://twitter.com/vovo_munanga/status/1111644671183409153
CBZHoldings;2019-03-29 16:51;0;2;"Thank you for the kind remarks, we value your feedback.";;;;"1111642006542012416";https://twitter.com/CBZHoldings/status/1111642006542012416
consalta16;2019-03-29 16:49;4;33;"Wadiwa @CBZHoldings . I just wish to pronounce my happiness and love at the way you handle clients. I tried it here and tried it on countless occasions through your banking halls. Please keep the service good. I dnt regret choosing you as my bankers.";;@CBZHoldings;;"1111641504651579393";https://twitter.com/consalta16/status/1111641504651579393
TushiyaA;2019-03-29 16:44;0;0;"Please explain more on this programme.";;;;"1111640180505657345";https://twitter.com/TushiyaA/status/1111640180505657345
Tarubuda;2019-03-29 16:15;0;0;"@ZB_Bank its under sanctions.";;@ZB_Bank;;"1111633087471984641";https://twitter.com/Tarubuda/status/1111633087471984641
263Chat;2019-03-29 16:13;0;2;"Help them save money that will save their future. Open a Cashplus Junior or Cash Plus Teen for your young ones and foster a saving culture from an early age. @CBZHoldings #SwitchToTheBest #PartnersForSuccess #263Chat pic.twitter.com/NlK3YkmndM";;@CBZHoldings;#SwitchToTheBest #PartnersForSuccess #263Chat;"1111632561309126658";https://twitter.com/263Chat/status/1111632561309126658
seanlucaz1;2019-03-29 16:00;0;1;"Not with the Zim economy. We don’t have confidence in the banking system";;;;"1111629244558385152";https://twitter.com/seanlucaz1/status/1111629244558385152
RyanTendaiM;2019-03-29 15:14;0;0;"The security officer refused saying there wasnt enuf money, however while on the queue I noticed 3 guys were holding more thn 5 instant cards, exchanging thm onthe atm withdrawing... They went away w more than e amnt I ws asking 4.. @BancabcZW poor custmer care I'm still bitter.";;@BancabcZW;;"1111617751708327936";https://twitter.com/RyanTendaiM/status/1111617751708327936
RyanTendaiM;2019-03-29 15:06;0;0;"It's quiet unfortunate that you did not tag @BancabcZW but I remember one time where I wanted to withdraw only $80 RTGS from my account, I was told to queue at the atm which only allowed $50, I asked if I could get my money over the counter since it wasn't much.";;@BancabcZW;;"1111615626882306048";https://twitter.com/RyanTendaiM/status/1111615626882306048
CBZHoldings;2019-03-29 14:57;0;4;"5/5 Contact us on 460/461 or general lines 08677004050 or whats app number 0774460460/0774461461 for more information on opening account. #GlobalMoneyWeek2019 #PartnersForSuccess";;;#GlobalMoneyWeek2019 #PartnersForSuccess;"1111613327522873344";https://twitter.com/CBZHoldings/status/1111613327522873344
CBZHoldings;2019-03-29 14:57;0;4;"4/5 Requirements are to open are: •A completed account opening form. •Copy of Applicant’s Birth Certificate •Applicant’s Passport size photo •Copy of IDs for Parent/Guardian •Completed Indemnity from Parent/Guardian authorizing acc operation •Proof of residence. #GMW2019 pic.twitter.com/KrdL3rvE0i";;;#GMW2019;"1111613324637208576";https://twitter.com/CBZHoldings/status/1111613324637208576
CBZHoldings;2019-03-29 14:57;0;0;"3/5 CBZ Cash Plus Teen encompasses the following features: •ATM Debit Card. •SMS Alerts. •Access to CBZ Touch App. #GlobalMoneyWeek2019 #PartnersForSuccess";;;#GlobalMoneyWeek2019 #PartnersForSuccess;"1111613322577825792";https://twitter.com/CBZHoldings/status/1111613322577825792
CBZHoldings;2019-03-29 14:57;0;1;"2/5 CBZ Cash Plus teen is a savings account for teenagers to save funds for their daily needs and encourage them to grow up with a saving culture. #GlobalMoneyWeek2019 #PartnersForSuccess";;;#GlobalMoneyWeek2019 #PartnersForSuccess;"1111613320354779136";https://twitter.com/CBZHoldings/status/1111613320354779136
CBZHoldings;2019-03-29 14:57;0;1;"1/5 Is your teenage child in boarding school and you always dread when it comes to finding the best way to send pocket money? CBZ offers a solution to your worries which also helps your teenage child to manage their finances and save. #GlobalMoneyWeek2019 #PartnersForSuccess";;;#GlobalMoneyWeek2019 #PartnersForSuccess;"1111613318341541889";https://twitter.com/CBZHoldings/status/1111613318341541889
Corburn;2019-03-29 14:39;0;2;"January 2018 I went to open an account at FBC Samaro Machel branch having submit everything required, was told they will call me when the account is ready. Many follow ups later and visiting the branch the account hasn't been opened. Will keep my money in the pillow for now";;;;"1111608732486651904";https://twitter.com/Corburn/status/1111608732486651904
rudyawo;2019-03-29 14:32;0;2;"My entire savings in the bank now divided by a factor of 3 after RBZ just floated the exchange rate and introduced RTGS as a currency.";;;;"1111607025530798081";https://twitter.com/rudyawo/status/1111607025530798081
Zim43105363;2019-03-29 14:25;0;1;"I know if I bank my money I expect to obtain interest since I borrow the bank.simple accounts ,but I am suppose to pay the bank. Our banking sector is looting from us.";;;;"1111605399575322626";https://twitter.com/Zim43105363/status/1111605399575322626
MuchemedziDenny;2019-03-29 14:22;0;0;"I applied for debt card at @StanChart Africa unit Square branch in October requested to collect the card at the bank but they stated that they will send it to Kadoma Post Office after 21 days. I hv been checking and nothing";;@StanChart;;"1111604651047174144";https://twitter.com/MuchemedziDenny/status/1111604651047174144
MuchemedziDenny;2019-03-29 14:22;0;1;"On Monday I went again to @StanChart Africa Unit Square Branch following up on my debit card I applied in October 2018, I was told to reapply . I then applied for my account to be linked with ecocash and today is Friday again nothing. This bank is now pathetic";;@StanChart;;"1111604575860150276";https://twitter.com/MuchemedziDenny/status/1111604575860150276
CBZHoldings;2019-03-29 13:59;0;0;"You are welcome";;;;"1111598768464543745";https://twitter.com/CBZHoldings/status/1111598768464543745
twiterpauls;2019-03-29 13:58;0;0;"Who saves RTGS? Its not money after all";;;;"1111598426276257793";https://twitter.com/twiterpauls/status/1111598426276257793
Shawnderick81;2019-03-29 13:57;0;1;"Okay thank you CBZ";;;;"1111598286287396864";https://twitter.com/Shawnderick81/status/1111598286287396864
HStvZim;2019-03-29 13:03;11;24;"What’s your worst banking experience? @NewsDayZimbabwe @ZB_Bank @CBZHoldings @OldMutualZW @ZimnatOfficial @POSBZimbabwe @StanChart @StanbicBankZW @FBCBank @NMBBankZim @263Chat @ReserveBankZIM @MthuliNcube @Zimindependent";;@NewsDayZimbabwe @ZB_Bank @CBZHoldings @OldMutualZW @ZimnatOfficial @POSBZimbabwe @StanChart @StanbicBankZW @FBCBank @NMBBankZim @263Chat @ReserveBankZIM @MthuliNcube @Zimindependent;;"1111584702404673537";https://twitter.com/HStvZim/status/1111584702404673537
fochy4;2019-03-29 12:44;0;5;"Lipstick, pads, chocolate, chips, face powder, juice @Maelmelody @DaddyNashy @ChinenhamoSimba @atanasia19 @BoboTinashe";;@Maelmelody @DaddyNashy @ChinenhamoSimba @atanasia19 @BoboTinashe;;"1111579854770712576";https://twitter.com/fochy4/status/1111579854770712576
CBZHoldings;2019-03-29 12:43;7;16;"#GlobalMoneyWeek Help them save money that will save their future. Open a Cashplus Junior or Cash Plus Teen for your young ones and foster a saving culture from an early age. #PartnersForSuccess | @263Chat @NewsDayZimbabwe @DailyNewsZim pic.twitter.com/92dcJA1wlB";;@263Chat @NewsDayZimbabwe @DailyNewsZim;#GlobalMoneyWeek #PartnersForSuccess;"1111579610196688896";https://twitter.com/CBZHoldings/status/1111579610196688896
mangi81856664;2019-03-29 12:36;0;0;"Wardrobe keys n mirror";;;;"1111577937747292160";https://twitter.com/mangi81856664/status/1111577937747292160
CBZHoldings;2019-03-29 12:35;0;0;"Thank Mai Naniso, we are glad we have been of service.";;;;"1111577605751361537";https://twitter.com/CBZHoldings/status/1111577605751361537
DailyNewsZim;2019-03-29 12:34;1;5;"Leases available for new motor vehicles, agricultural equipment, industrial machinery, office equipment, mining equipment, lifting equipment, used articulated trucks, medical equipment and other industrial equipment.. Find out more @CBZHoldings pic.twitter.com/qIa25ppiki";;@CBZHoldings;;"1111577348527276032";https://twitter.com/DailyNewsZim/status/1111577348527276032
RyanChiweshe;2019-03-29 12:29;0;1;"yeahhh Kelvin";;;;"1111576048116908032";https://twitter.com/RyanChiweshe/status/1111576048116908032
HStvZim;2019-03-29 12:02;9;19;"We’re broadcasting live from @buseonline1 for the #BUSE2019CareerFair . Tune to http:// hstv.co.zw @OldMutualZW @econetzimbabwe @olgamuteiwa @NewsDayZimbabwe @VayaAfrica @IPMZ2018 @BancabcZW @MidlandsState @CBZHoldings @POSBZimbabwe @263chat @ZB_Bank #BUSE2019CareerFair pic.twitter.com/Fq8iZI8EVe";;@buseonline1 @OldMutualZW @econetzimbabwe @olgamuteiwa @NewsDayZimbabwe @VayaAfrica @IPMZ2018 @BancabcZW @MidlandsState @CBZHoldings @POSBZimbabwe @263chat @ZB_Bank;#BUSE2019CareerFair #BUSE2019CareerFair;"1111569284491366400";https://twitter.com/HStvZim/status/1111569284491366400
mugore_allan;2019-03-29 11:40;0;1;"Looking glass....mirror";;;;"1111563895918022656";https://twitter.com/mugore_allan/status/1111563895918022656
machaya_vivian;2019-03-29 11:05;0;0;"chiwoniso- everyone’s child";;;;"1111554900733906944";https://twitter.com/machaya_vivian/status/1111554900733906944
ThyraNudi;2019-03-29 10:24;1;5;"MIRROR";;;;"1111544741441744896";https://twitter.com/ThyraNudi/status/1111544741441744896
Evas82549958;2019-03-29 10:13;0;1;"Phone";;;;"1111541768561065985";https://twitter.com/Evas82549958/status/1111541768561065985
matthewmukuya;2019-03-29 09:56;0;1;"a good move";;;;"1111537717198888960";https://twitter.com/matthewmukuya/status/1111537717198888960
cyzer_33;2019-03-29 09:41;0;0;"CSVL season open tourney Date:Sunday 31 March Venue:Morris Depot Time:09:30 Come witness #Volleyball at its best teams include @stewardbank @AgribankZim @CBZHoldings FBC bank, Metbank,OLD MUTUAL & so much more Refreshments to be sold";;@stewardbank @AgribankZim @CBZHoldings;#Volleyball;"1111533814696894466";https://twitter.com/cyzer_33/status/1111533814696894466
rachel_mbanje;2019-03-29 09:37;0;1;"Lipstick";;;;"1111532718603595776";https://twitter.com/rachel_mbanje/status/1111532718603595776
Sitha_Mageza;2019-03-29 09:04;0;1;"lipstick/lip balm/lip gloss";;;;"1111524542877446146";https://twitter.com/Sitha_Mageza/status/1111524542877446146
SamuMakore;2019-03-29 08:54;0;3;"Lotion, tissue paper, pads, lipstick/glow and wallet @KudzieMakore @misscailah @kvgroyalty";;@KudzieMakore @misscailah @kvgroyalty;;"1111521945508634624";https://twitter.com/SamuMakore/status/1111521945508634624
CBZHoldings;2019-03-29 08:48;1;12;"#FunFriday . Ladies what is the most common thing in a women's handbag? Comment & invite your friends to like your comment & you could be a winner of CBZ branded items. Lady with most likes to win! Draw to be done on Monday @12 midday #WomensMonth #BalanceForBetter pic.twitter.com/c27ECEhe4N";;@12;#FunFriday #WomensMonth #BalanceForBetter;"1111520363094122496";https://twitter.com/CBZHoldings/status/1111520363094122496
CBZHoldings;2019-03-28 22:45;0;0;"Thanks partner for allowing us to be of service https:// twitter.com/TimTyrese/stat us/1111281259140001792 …";;;;"1111368667965636608";https://twitter.com/CBZHoldings/status/1111368667965636608
johnmubikwa;2019-03-28 22:07;0;1;"Chiwoniso- Nhemamusasa Ambuya Stella Chiweshe- chava chimurenga Tracy Chapman- baby can i hold you Brenda Fassie- vhulindlela Tracy my favourite";;;;"1111359234267062272";https://twitter.com/johnmubikwa/status/1111359234267062272
ABUJA59;2019-03-28 21:19;0;1;"Fast car";;;;"1111347219167408128";https://twitter.com/ABUJA59/status/1111347219167408128
mtswedu;2019-03-28 19:11;0;0;"in zim I dont think theres any. I had an a/c whe I was promised to transact on online,atm etc frm ANYWHERE in the world n cud withdraw upto 10kusd as long as the $ was there. But what did I get...nothing absolutely. If u phoned you wil b transfered from 1 person to the other";;;;"1111314839866085376";https://twitter.com/mtswedu/status/1111314839866085376
fiercegodess_86;2019-03-28 17:39;0;3;"Now that's what I like to hear...";;;;"1111291695973445637";https://twitter.com/fiercegodess_86/status/1111291695973445637
CBZHoldings;2019-03-28 17:11;0;1;"We try our best @bettoh3 we really appreciate the kind words.";;@bettoh3;;"1111284743054737408";https://twitter.com/CBZHoldings/status/1111284743054737408
CBZHoldings;2019-03-28 17:09;0;0;"Thank you for the feedback we really appreciate it.";;;;"1111284184776089600";https://twitter.com/CBZHoldings/status/1111284184776089600
bettoh3;2019-03-28 17:06;1;10;"Nomatter how much you people ignore me in yo DMs... @econet_support & @CBZHoldings will always reply me.";;@econet_support @CBZHoldings;;"1111283335978987520";https://twitter.com/bettoh3/status/1111283335978987520
TimTyrese;2019-03-28 16:57;2;8;"Id like to take this opportunity and thank @CBZHoldings for the swift response and assistance to this issue. Had my issue resolved within the hour https:// twitter.com/TimTyrese/stat us/1111254531067781120 …";;@CBZHoldings;;"1111281259140001792";https://twitter.com/TimTyrese/status/1111281259140001792
CBZHoldings;2019-03-28 16:44;0;0;"Thanks for the concern partner";;;;"1111277959732752384";https://twitter.com/CBZHoldings/status/1111277959732752384
TimTyrese;2019-03-28 16:19;0;1;"They just called so ill see a Consultant tomorrow morning";;;;"1111271480925532160";https://twitter.com/TimTyrese/status/1111271480925532160
fiercegodess_86;2019-03-28 16:01;0;0;"If they dnt help you please let me know";;;;"1111267176881754112";https://twitter.com/fiercegodess_86/status/1111267176881754112
TimTyrese;2019-03-28 16:01;0;1;"Duly noted and i have complied with the request";;;;"1111267055305674753";https://twitter.com/TimTyrese/status/1111267055305674753
TimTyrese;2019-03-28 16:00;0;0;"It is present Together with CABS and POSB";;;;"1111266829463416832";https://twitter.com/TimTyrese/status/1111266829463416832
fiercegodess_86;2019-03-28 15:36;0;0;"@TimTyrese please waiona here response.";;@TimTyrese;;"1111260785546838019";https://twitter.com/fiercegodess_86/status/1111260785546838019
CBZHoldings;2019-03-28 15:33;0;0;"Our apologies Prosecutor, please DM us your mobile number for immediate assistance.";;;;"1111260045369634816";https://twitter.com/CBZHoldings/status/1111260045369634816
